,elder,asiatic,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number
2023,6330.0,6555.0,22352.0,16892.0,4562.0,6380.0,1977.0
2024,417.0,3.0,1395.0,1015.0,291.0,416.0,110.0
2025,3326.0,214.0,11480.0,8230.0,2362.0,3234.0,836.0
2026,5605.0,350.0,18888.0,14238.0,3904.0,5451.0,1457.0
2027,23122.0,42984.0,111806.0,88790.0,17022.0,32972.0,8158.0
2028,1338.0,57.0,4715.0,3319.0,1235.0,1411.0,392.0
2029,180.0,25.0,751.0,525.0,170.0,296.0,70.0
2030,690.0,54.0,2355.0,1829.0,366.0,626.0,189.0
2031,2933.0,237.0,15005.0,11096.0,3224.0,3937.0,942.0
2032,661.0,391.0,5980.0,4800.0,1044.0,1260.0,374.0
2033,11228.0,9410.0,84470.0,71254.0,12529.0,21283.0,5487.0
2034,9937.0,5246.0,34804.0,28575.0,5827.0,9137.0,2641.0
2035,3330.0,464.0,14449.0,10996.0,2594.0,3947.0,1017.0
2036,36193.0,53118.0,120952.0,99816.0,19702.0,33899.0,9826.0
2037,3310.0,161.0,16014.0,11425.0,3562.0,4317.0,1077.0
2038,1660.0,91.0,7811.0,5789.0,1888.0,2517.0,660.0
2039,685.0,80.0,1626.0,1183.0,309.0,491.0,141.0
2040,2494.0,51.0,6077.0,4212.0,1097.0,1838.0,534.0
2041,150.0,8.0,354.0,261.0,76.0,115.0,34.0
2042,542.0,35.0,1680.0,1157.0,347.0,538.0,144.0
2043,268.0,13.0,1087.0,812.0,164.0,278.0,87.0
2044,4825.0,402.0,21555.0,14777.0,5010.0,6339.0,1536.0
2045,3947.0,540.0,24078.0,19767.0,4027.0,6495.0,1584.0
2046,2772.0,119.0,11621.0,8699.0,2171.0,3007.0,798.0
2047,39802.0,74720.0,195128.0,149442.0,33452.0,58311.0,17734.0
2048,3440.0,482.0,15433.0,12080.0,2786.0,3750.0,1037.0
2049,502.0,17.0,2155.0,1706.0,369.0,558.0,145.0
2050,67297.0,158538.0,219583.0,160957.0,38773.0,73191.0,19576.0
2051,244.0,8.0,828.0,584.0,165.0,245.0,65.0
2052,2973.0,725.0,15397.0,11184.0,3322.0,3977.0,990.0
2053,1432.0,22.0,7097.0,5181.0,1912.0,2101.0,496.0
2054,12845.0,4133.0,71038.0,55898.0,9889.0,17844.0,4792.0
2055,896.0,51.0,5413.0,4135.0,1322.0,1513.0,347.0
2056,30520.0,23767.0,168945.0,137451.0,24910.0,42400.0,10910.0
2057,2257.0,112.0,7059.0,4517.0,1733.0,2232.0,585.0
2058,565.0,48.0,2406.0,1766.0,557.0,686.0,190.0
2059,317.0,35.0,1712.0,1235.0,305.0,486.0,127.0
2060,492.0,80.0,3929.0,3130.0,617.0,1176.0,266.0
2061,2846.0,827.0,14498.0,10688.0,3141.0,4104.0,995.0
2062,7312.0,3196.0,37217.0,29697.0,6242.0,10369.0,2448.0
2063,1755.0,98.0,7653.0,5854.0,1481.0,2157.0,549.0
2064,725.0,59.0,3357.0,2482.0,701.0,1049.0,260.0
2065,1189.0,94.0,3743.0,2866.0,791.0,1197.0,327.0
2066,2693.0,763.0,15998.0,12380.0,2968.0,4499.0,1182.0
2067,17551.0,3098.0,98667.0,80828.0,18209.0,29027.0,7239.0
2068,398.0,191.0,2914.0,2213.0,548.0,950.0,229.0
2069,3109.0,455.0,14933.0,11249.0,2872.0,3565.0,1005.0
2070,6155.0,7232.0,41999.0,32550.0,7103.0,12376.0,2962.0
2071,1888.0,125.0,10513.0,8778.0,1274.0,1932.0,553.0
2072,2344.0,76.0,12113.0,8475.0,3074.0,3470.0,817.0
2073,6998.0,346.0,23383.0,17225.0,4846.0,6372.0,1792.0
2074,9422.0,1839.0,49631.0,37064.0,9746.0,14707.0,3530.0
2075,2266.0,362.0,13899.0,10727.0,2281.0,4685.0,1092.0
2076,3013.0,436.0,10052.0,7755.0,2295.0,3077.0,818.0
2077,8678.0,689.0,45106.0,33714.0,9107.0,12723.0,2885.0
2078,8871.0,3322.0,31707.0,22929.0,5486.0,8592.0,2256.0
2079,1286.0,100.0,5643.0,3906.0,1312.0,1675.0,441.0
2080,541.0,20.0,3139.0,2374.0,808.0,906.0,211.0
2081,3799.0,756.0,26349.0,18701.0,5998.0,9489.0,2449.0
2082,1622.0,523.0,6875.0,5774.0,1102.0,1661.0,469.0
2083,1488.0,29.0,5718.0,3985.0,1435.0,1692.0,458.0
2084,1237.0,88.0,5427.0,3873.0,1171.0,1446.0,409.0
2085,3127.0,352.0,14011.0,11475.0,2324.0,3671.0,958.0
2086,1199.0,80.0,4668.0,3705.0,958.0,1416.0,367.0
2087,2830.0,237.0,12112.0,9495.0,1942.0,2765.0,847.0
2088,2733.0,123.0,7862.0,5552.0,1629.0,2128.0,610.0
2089,105118.0,35030.0,350213.0,251006.0,76252.0,101883.0,28809.0
2090,989.0,139.0,3835.0,2849.0,688.0,956.0,331.0
2091,1942.0,198.0,9112.0,6975.0,1688.0,2562.0,654.0
2092,2907.0,97.0,12285.0,8253.0,2823.0,3558.0,902.0
2093,1581.0,80.0,7652.0,5833.0,2026.0,2341.0,557.0
2094,2636.0,509.0,12079.0,9791.0,2218.0,3230.0,894.0
2095,9307.0,16527.0,52468.0,43164.0,10628.0,14474.0,3676.0
2096,56281.0,30829.0,239442.0,187267.0,39418.0,60737.0,17721.0
2097,2195.0,107.0,10804.0,8304.0,2324.0,3412.0,844.0
2098,4931.0,185.0,20584.0,15112.0,4661.0,6017.0,1507.0
2099,16466.0,10652.0,118019.0,92728.0,19608.0,32940.0,8129.0
2100,7989.0,1616.0,23928.0,17901.0,4598.0,6410.0,1922.0
2101,5734.0,430.0,27929.0,21248.0,6252.0,7458.0,1771.0
2102,2834.0,141.0,12664.0,8819.0,3033.0,3804.0,919.0
2103,1992.0,116.0,11612.0,8627.0,2794.0,3222.0,752.0
2104,1639.0,2199.0,6140.0,4812.0,1046.0,1610.0,468.0
2105,4181.0,298.0,18255.0,13690.0,3387.0,4459.0,1280.0
2106,552.0,41.0,2362.0,1940.0,370.0,559.0,159.0
2107,9422.0,2584.0,40363.0,29355.0,7941.0,11065.0,2995.0
2108,925.0,66.0,3427.0,2413.0,694.0,992.0,266.0
2109,1217.0,2149.0,5198.0,4321.0,924.0,1543.0,447.0
2110,3689.0,314.0,17785.0,12836.0,3304.0,4635.0,1180.0
2111,1358.0,1025.0,7835.0,5882.0,1549.0,2240.0,552.0
2112,1460.0,197.0,8032.0,6673.0,1223.0,1855.0,517.0
2113,14341.0,7203.0,89485.0,63314.0,14595.0,27581.0,6253.0
2114,853.0,26.0,3230.0,2448.0,585.0,851.0,249.0
2115,3915.0,665.0,18673.0,14240.0,3703.0,4659.0,1359.0
2116,1435.0,96.0,6189.0,4773.0,1087.0,1866.0,505.0
2117,593.0,42.0,2284.0,1794.0,391.0,570.0,168.0
2118,2898.0,260.0,16100.0,12429.0,3628.0,4847.0,1232.0
2119,2047.0,59.0,8796.0,6488.0,1909.0,2677.0,675.0
2120,2445.0,109.0,11477.0,8343.0,2747.0,3186.0,807.0
2121,8092.0,1580.0,26107.0,18622.0,4794.0,7475.0,2058.0
2122,353.0,60.0,1615.0,1302.0,272.0,425.0,111.0
2123,5884.0,989.0,32089.0,25500.0,5454.0,8007.0,2018.0
2124,1774.0,825.0,11058.0,8785.0,1750.0,2712.0,689.0
2125,1043.0,54.0,4071.0,2892.0,771.0,1125.0,294.0
2126,905.0,46.0,3539.0,2649.0,587.0,939.0,270.0
2127,3508.0,172.0,14939.0,10865.0,3202.0,4557.0,1096.0
2128,6458.0,697.0,31586.0,22723.0,6002.0,7602.0,2105.0
2129,4858.0,303.0,21354.0,15103.0,4978.0,6307.0,1582.0
2130,224.0,64.0,850.0,621.0,133.0,210.0,61.0
2131,521.0,25.0,2525.0,1848.0,565.0,811.0,207.0
2132,7031.0,355.0,31390.0,20174.0,7005.0,8605.0,2084.0
2133,341.0,27.0,1901.0,1551.0,322.0,473.0,123.0
2134,3789.0,293.0,13670.0,9902.0,2771.0,3540.0,1010.0
2135,1361.0,93.0,4766.0,3254.0,1209.0,1525.0,415.0
2136,524.0,27.0,3314.0,2523.0,700.0,1053.0,254.0
2137,808.0,38.0,2937.0,2450.0,515.0,776.0,228.0
2138,3586.0,494.0,16238.0,14318.0,2749.0,3698.0,1183.0
2139,1623.0,165.0,3850.0,2685.0,782.0,1162.0,383.0
2140,2139.0,191.0,9428.0,6877.0,2088.0,2687.0,662.0
2141,560.0,72.0,4262.0,3287.0,760.0,1432.0,339.0
2142,60.0,1.0,228.0,166.0,35.0,61.0,17.0
2143,3309.0,219.0,15586.0,12384.0,3287.0,4719.0,1195.0
2144,227.0,0.0,684.0,525.0,122.0,190.0,56.0
2145,795.0,30.0,2885.0,2083.0,595.0,727.0,213.0
2146,697.0,99.0,3417.0,2555.0,641.0,966.0,249.0
2147,1512.0,79.0,7262.0,5528.0,1753.0,1964.0,468.0
2148,425.0,34.0,1498.0,1119.0,228.0,390.0,114.0
2149,849.0,30.0,3275.0,2579.0,664.0,968.0,275.0
2150,1849.0,151.0,6433.0,5356.0,1182.0,1650.0,505.0
2151,635.0,97.0,1735.0,1123.0,331.0,463.0,130.0
2152,11672.0,2411.0,48978.0,37998.0,7277.0,13232.0,3607.0
2153,65806.0,74342.0,392670.0,303708.0,69369.0,113626.0,26580.0
2154,1471.0,126.0,6793.0,5044.0,1340.0,1945.0,478.0
2155,6250.0,1464.0,22246.0,17880.0,4201.0,5944.0,1839.0
2156,302.0,4.0,925.0,670.0,163.0,259.0,73.0
2157,360.0,37.0,1961.0,1593.0,341.0,562.0,138.0
2158,4320.0,287.0,18354.0,14060.0,3032.0,4237.0,1316.0
2159,78627.0,207246.0,300047.0,205688.0,46118.0,87571.0,24756.0
2160,6744.0,919.0,38562.0,28246.0,7727.0,9935.0,2450.0
2161,1730.0,58.0,8597.0,6473.0,2149.0,2441.0,581.0
2162,1141.0,44.0,4519.0,3239.0,1073.0,1314.0,329.0
2163,2681.0,205.0,12925.0,10064.0,2380.0,2952.0,857.0
2164,12196.0,6355.0,76903.0,57892.0,12667.0,18103.0,4704.0
2165,1959.0,399.0,7052.0,5609.0,1249.0,1767.0,596.0
2166,589.0,80.0,2867.0,2204.0,413.0,1080.0,254.0
2167,5681.0,294.0,21921.0,14411.0,4403.0,5498.0,1551.0
2168,944.0,38.0,3874.0,2899.0,988.0,1176.0,275.0
2169,2349.0,227.0,7782.0,5659.0,1515.0,2291.0,666.0
2170,2766.0,89.0,16745.0,10294.0,4108.0,4569.0,1021.0
2171,2041.0,155.0,7953.0,5879.0,1450.0,2465.0,621.0
2172,3129.0,146.0,11947.0,8322.0,2919.0,3520.0,856.0
2173,3469.0,475.0,10102.0,7083.0,2113.0,3376.0,880.0
2174,1436.0,161.0,7156.0,5330.0,1241.0,1749.0,450.0
2175,2909.0,150.0,10003.0,7409.0,2036.0,2546.0,727.0
2176,4847.0,323.0,23618.0,16489.0,4484.0,6429.0,1542.0
2177,1865.0,339.0,12515.0,11132.0,2290.0,2818.0,834.0
2178,6.0,7.0,41.0,25.0,7.0,13.0,5.0
2179,1477.0,74.0,5814.0,4317.0,1116.0,1379.0,398.0
2180,3367.0,66.0,12380.0,8876.0,2651.0,3339.0,905.0
2181,1584.0,409.0,8114.0,6286.0,1256.0,1986.0,521.0
2182,15329.0,6104.0,80390.0,63032.0,12829.0,17725.0,4704.0
2183,505.0,48.0,1963.0,1507.0,366.0,547.0,144.0
2184,10010.0,3216.0,53427.0,43594.0,8153.0,14723.0,3515.0
2185,1232.0,1924.0,6634.0,5081.0,1038.0,1699.0,464.0
2186,28363.0,26926.0,109649.0,87978.0,19989.0,33512.0,10194.0
2187,1389.0,32.0,6515.0,5000.0,1440.0,1767.0,437.0
2188,211.0,5.0,684.0,455.0,136.0,228.0,65.0
2189,6669.0,948.0,33428.0,24491.0,6690.0,9262.0,2208.0
2190,1416.0,67.0,5295.0,3914.0,1049.0,1430.0,430.0
2191,40812.0,13433.0,173833.0,132989.0,32022.0,46175.0,12530.0
2192,13120.0,3262.0,57814.0,45642.0,11789.0,15579.0,3938.0
2193,376.0,7.0,1263.0,976.0,226.0,334.0,97.0
2194,2729.0,540.0,20901.0,18463.0,2309.0,4357.0,1090.0
2195,1099.0,17.0,5966.0,4291.0,1602.0,1767.0,407.0
2196,1432.0,146.0,6835.0,4949.0,1372.0,2058.0,517.0
2197,448.0,40.0,2152.0,1616.0,373.0,546.0,142.0
2198,11491.0,5209.0,58037.0,49208.0,8397.0,12041.0,3741.0
2199,817.0,88.0,3830.0,2713.0,735.0,1080.0,279.0
2200,5865.0,4140.0,38923.0,30654.0,5047.0,7681.0,2066.0
2201,2769.0,179.0,10544.0,7502.0,2310.0,2970.0,813.0
2202,1930.0,192.0,4876.0,3663.0,946.0,1439.0,435.0
2203,2726.0,495.0,17459.0,13646.0,2789.0,4990.0,1149.0
2204,10792.0,2719.0,64726.0,49382.0,9523.0,15826.0,3648.0
2205,2256.0,256.0,11642.0,8795.0,1981.0,3221.0,791.0
2206,941.0,15.0,4351.0,3218.0,996.0,1164.0,304.0
2207,1663.0,113.0,5502.0,4514.0,1048.0,1476.0,445.0
2208,3626.0,165.0,11785.0,8392.0,2683.0,3216.0,901.0
2209,562.0,67.0,3816.0,2737.0,795.0,958.0,224.0
2210,464.0,26.0,2065.0,1485.0,366.0,562.0,159.0
2211,1973.0,110.0,9916.0,7563.0,2036.0,3310.0,796.0
2212,397.0,38.0,1336.0,1075.0,255.0,369.0,108.0
2213,332.0,45.0,1340.0,1020.0,238.0,361.0,97.0
2214,1213.0,64.0,4719.0,3825.0,795.0,1148.0,340.0
2215,3451.0,349.0,15694.0,13785.0,2177.0,3408.0,971.0
2216,17371.0,17398.0,92610.0,75776.0,14975.0,26877.0,7123.0
2217,7487.0,627.0,33304.0,25583.0,6626.0,8750.0,2233.0
2218,39788.0,22307.0,212372.0,154497.0,35931.0,57985.0,14701.0
2219,2336.0,263.0,12934.0,9447.0,2101.0,3201.0,921.0
2220,935.0,75.0,2805.0,2059.0,670.0,962.0,274.0
2221,4158.0,290.0,20430.0,14983.0,3743.0,5847.0,1477.0
2222,700.0,82.0,2494.0,1774.0,452.0,867.0,253.0
2223,9185.0,757.0,38682.0,26316.0,9193.0,12334.0,3679.0
2224,2732.0,95.0,14917.0,11122.0,2747.0,4659.0,1067.0
2225,5736.0,2848.0,32731.0,26617.0,4744.0,8537.0,2131.0
2226,641.0,76.0,2419.0,1921.0,445.0,703.0,200.0
2227,2060.0,240.0,8250.0,6378.0,1411.0,2181.0,598.0
2228,463.0,18.0,1643.0,1162.0,382.0,451.0,127.0
2229,895.0,56.0,3587.0,2766.0,559.0,846.0,246.0
2230,1881.0,42.0,6363.0,4524.0,1463.0,1956.0,473.0
2231,673.0,32.0,2925.0,2214.0,604.0,909.0,229.0
2232,422.0,46.0,2879.0,2227.0,595.0,1010.0,240.0
2233,2224.0,1092.0,16508.0,12033.0,3242.0,4427.0,1098.0
2234,9697.0,10743.0,46390.0,37491.0,8124.0,11793.0,3326.0
2235,354.0,6.0,1077.0,877.0,209.0,313.0,90.0
2236,3065.0,131.0,13376.0,10255.0,3367.0,3870.0,1004.0
2237,5681.0,357.0,26929.0,18022.0,6707.0,7954.0,1790.0
2238,3827.0,1072.0,15848.0,11932.0,3329.0,4379.0,1164.0
2239,3431.0,814.0,14817.0,11547.0,2729.0,3734.0,1049.0
2240,678.0,46.0,1956.0,1549.0,282.0,534.0,157.0
2241,23768.0,14093.0,122068.0,97159.0,23704.0,32229.0,8088.0
2242,2692.0,451.0,12256.0,9966.0,2191.0,3086.0,914.0
2243,4843.0,912.0,22912.0,18945.0,3515.0,4896.0,1501.0
2244,1104.0,35.0,4959.0,3564.0,1026.0,1220.0,342.0
2245,117.0,3.0,449.0,323.0,70.0,120.0,36.0
2246,10291.0,1980.0,39992.0,33275.0,6143.0,9375.0,2854.0
2247,31300.0,28961.0,151561.0,118870.0,25533.0,47189.0,12135.0
2248,1906.0,296.0,6408.0,4730.0,1212.0,1666.0,552.0
2249,616.0,31.0,2411.0,1886.0,453.0,674.0,189.0
2250,1538.0,109.0,9764.0,7702.0,1921.0,2946.0,702.0
2251,1014.0,646.0,6801.0,5194.0,1109.0,1827.0,449.0
2252,4943.0,449.0,26793.0,20037.0,5188.0,8231.0,1993.0
2253,10149.0,2354.0,43770.0,32832.0,8715.0,11832.0,2969.0
2254,3382.0,256.0,9318.0,6872.0,1715.0,3173.0,913.0
2255,4579.0,530.0,20089.0,14902.0,3980.0,5007.0,1435.0
2256,431.0,19.0,1488.0,1066.0,253.0,414.0,125.0
2257,141.0,10.0,489.0,332.0,97.0,151.0,39.0
2258,5976.0,1117.0,29970.0,24403.0,5179.0,7731.0,2212.0
2259,1733.0,72.0,5389.0,3858.0,1185.0,1764.0,467.0
2260,1743.0,129.0,6332.0,4498.0,1253.0,1967.0,492.0
2261,4473.0,373.0,20886.0,14559.0,4561.0,5593.0,1441.0
2262,120.0,3.0,427.0,313.0,78.0,118.0,35.0
2263,1486.0,53.0,6313.0,4731.0,1388.0,1759.0,461.0
2264,2661.0,165.0,12315.0,8794.0,2398.0,3060.0,799.0
2265,3450.0,180.0,14788.0,10294.0,3211.0,4127.0,1096.0
2266,2590.0,218.0,11331.0,9388.0,1744.0,2773.0,800.0
2267,1970.0,58.0,7779.0,5525.0,2103.0,2380.0,601.0
2268,1684.0,98.0,7640.0,5880.0,1284.0,1829.0,528.0
2269,1928.0,172.0,7148.0,5223.0,1449.0,1890.0,573.0
2270,2394.0,227.0,11483.0,8586.0,1881.0,2436.0,721.0
2271,716.0,10.0,1450.0,930.0,341.0,544.0,159.0
2272,1820.0,45.0,7611.0,5072.0,1879.0,2260.0,569.0
2273,4868.0,685.0,14753.0,9739.0,2736.0,4054.0,1197.0
2274,9804.0,1618.0,60668.0,48160.0,11197.0,16391.0,4093.0
2275,316057.0,408151.0,1586911.0,1215246.0,256526.0,436733.0,123364.0
2276,5342.0,496.0,27053.0,19204.0,5300.0,7240.0,1831.0
2277,21191.0,11278.0,136659.0,116061.0,15286.0,27505.0,8431.0
2278,7508.0,1788.0,45278.0,35355.0,7862.0,12096.0,3008.0
2279,1733.0,296.0,5836.0,3906.0,1102.0,1676.0,502.0
2280,3660.0,265.0,14159.0,10208.0,2880.0,4805.0,1220.0
2281,13144.0,1815.0,58109.0,42869.0,9073.0,14975.0,4477.0
2282,1855.0,232.0,9730.0,6946.0,2153.0,2496.0,609.0
2283,3957.0,1047.0,28365.0,22513.0,4672.0,6872.0,1800.0
2284,1740.0,251.0,9554.0,7541.0,1746.0,2713.0,675.0
2285,572530.0,1551894.0,2877316.0,2097906.0,434075.0,952335.0,237766.0
2286,1707.0,72.0,6690.0,5451.0,1175.0,1727.0,487.0
2287,1715.0,64.0,6513.0,4473.0,1378.0,1816.0,493.0
2288,5593.0,776.0,31549.0,23109.0,5415.0,8115.0,2029.0
2289,331.0,15.0,1126.0,854.0,195.0,289.0,85.0
2290,277.0,5.0,1075.0,856.0,188.0,285.0,80.0
2291,498.0,18.0,1699.0,1355.0,320.0,453.0,136.0
2292,2750.0,345.0,13291.0,11094.0,1963.0,2978.0,817.0
2293,1882.0,81.0,5335.0,4152.0,1003.0,1529.0,466.0
2294,2260.0,104.0,10004.0,7419.0,2103.0,2839.0,719.0
2295,2919.0,880.0,15585.0,13330.0,2217.0,3367.0,973.0
2296,3825.0,133.0,17046.0,12008.0,4389.0,4953.0,1230.0
2297,34959.0,26822.0,135008.0,93065.0,28056.0,35775.0,10881.0
2298,665.0,33.0,2792.0,2210.0,507.0,718.0,203.0
2299,2835.0,158.0,12666.0,8942.0,2570.0,3227.0,829.0
2300,11539.0,525.0,50764.0,35635.0,10589.0,14002.0,3743.0
2301,42089.0,58067.0,197045.0,145753.0,32426.0,50762.0,13964.0
2302,20936.0,2508.0,68790.0,50761.0,14692.0,20520.0,5479.0
2303,1133.0,45.0,5750.0,4205.0,1189.0,1632.0,410.0
2304,701.0,28.0,3194.0,2447.0,728.0,905.0,224.0
2305,5142.0,259.0,13766.0,10303.0,2853.0,4209.0,1257.0
2306,90662.0,101348.0,370560.0,273672.0,66006.0,99988.0,27329.0
2307,14848.0,3912.0,79300.0,66185.0,13175.0,23073.0,6157.0
2308,650.0,53.0,2564.0,1840.0,581.0,724.0,183.0
2309,920.0,99.0,3571.0,2495.0,778.0,942.0,261.0
2310,54029.0,27572.0,243784.0,186478.0,43395.0,61088.0,17686.0
2311,32093.0,18268.0,162438.0,117153.0,29168.0,47667.0,11475.0
2312,1349.0,46.0,6664.0,4432.0,1783.0,1942.0,452.0
2313,360.0,11.0,1347.0,1037.0,276.0,398.0,118.0
2314,424.0,28.0,1703.0,1316.0,245.0,393.0,112.0
2315,4245.0,353.0,17568.0,13313.0,3451.0,4415.0,1243.0
2316,1567.0,78.0,6621.0,4815.0,1355.0,1673.0,478.0
2317,2983.0,227.0,16787.0,13809.0,3272.0,3870.0,1067.0
2318,35539.0,31025.0,184189.0,142590.0,28049.0,46523.0,14899.0
2319,19862.0,9178.0,95299.0,75812.0,15989.0,21851.0,6106.0
2320,3030.0,1197.0,17221.0,13776.0,2911.0,4398.0,1167.0
2321,1107.0,28.0,5504.0,3962.0,992.0,1645.0,375.0
2322,3786.0,226.0,17448.0,13131.0,3693.0,4696.0,1157.0
2323,3637.0,392.0,15399.0,12301.0,3446.0,3899.0,1135.0
2324,11446.0,3579.0,45677.0,32989.0,9182.0,12030.0,3308.0
2325,30772.0,23385.0,167339.0,134354.0,26904.0,48040.0,10991.0
2326,15329.0,4578.0,84638.0,69987.0,14450.0,24021.0,6123.0
2327,588.0,14.0,1710.0,1198.0,326.0,531.0,140.0
2328,5491.0,384.0,25894.0,20217.0,5037.0,5936.0,1682.0
2329,3239.0,148.0,14890.0,10866.0,3051.0,4011.0,1021.0
2330,798.0,34.0,3608.0,2547.0,698.0,1069.0,260.0
2331,885.0,35.0,2450.0,1746.0,558.0,779.0,224.0
2332,5423.0,1450.0,26592.0,20824.0,5114.0,6595.0,1784.0
2333,3453.0,1235.0,22233.0,18071.0,2676.0,4312.0,1220.0
2334,8135.0,1541.0,41462.0,32674.0,8401.0,10324.0,2776.0
2335,651.0,42.0,2721.0,2160.0,449.0,681.0,191.0
2336,2882.0,281.0,11253.0,9750.0,1656.0,2741.0,815.0
2337,3569.0,139.0,9725.0,7584.0,1674.0,2603.0,794.0
2338,6778.0,2231.0,26362.0,22048.0,4626.0,6547.0,2000.0
2339,963.0,87.0,3208.0,2387.0,524.0,812.0,231.0
2340,2600.0,105.0,13421.0,9715.0,3895.0,4133.0,1005.0
2341,2094.0,271.0,8624.0,6996.0,1172.0,1782.0,531.0
2342,159.0,2.0,504.0,346.0,100.0,155.0,41.0
2343,729.0,70.0,4420.0,3366.0,866.0,1437.0,360.0
2344,21004.0,11716.0,113161.0,89087.0,16966.0,32399.0,7860.0
2345,288.0,14.0,1223.0,889.0,235.0,337.0,90.0
2346,10692.0,3825.0,67042.0,55721.0,9209.0,16168.0,4227.0
2347,16729.0,2361.0,41312.0,29044.0,7800.0,14186.0,4299.0
2348,2293.0,401.0,10869.0,8954.0,1607.0,2584.0,716.0
2349,5359.0,445.0,20413.0,14568.0,4694.0,5619.0,1644.0
2350,232.0,44.0,1547.0,1219.0,211.0,432.0,102.0
2351,1975.0,64.0,10471.0,7263.0,2725.0,3090.0,728.0
2352,719.0,66.0,3662.0,2649.0,717.0,1117.0,270.0
2353,2906.0,275.0,11542.0,9371.0,2101.0,2961.0,877.0
2354,2383.0,737.0,8062.0,6209.0,1345.0,2481.0,739.0
2355,2507.0,98.0,10895.0,7714.0,2750.0,3085.0,737.0
2356,365.0,17.0,1287.0,949.0,245.0,374.0,102.0
2357,532.0,87.0,2723.0,1920.0,476.0,651.0,174.0
2358,15771.0,3642.0,82042.0,57661.0,15402.0,21440.0,5672.0
2359,13186.0,2875.0,44926.0,32025.0,7991.0,11673.0,3761.0
2360,7382.0,1873.0,36985.0,24285.0,8279.0,10507.0,2489.0
2361,540.0,32.0,2048.0,1567.0,354.0,547.0,152.0
2362,191.0,6.0,496.0,351.0,102.0,166.0,47.0
2363,26333.0,24738.0,148872.0,128427.0,20330.0,33176.0,9120.0
2364,1954.0,131.0,9326.0,6994.0,2018.0,2417.0,643.0
2365,1133.0,288.0,3677.0,2781.0,613.0,909.0,256.0
2366,15340.0,3706.0,56682.0,44272.0,12073.0,16542.0,4546.0
2367,2108.0,112.0,13465.0,9404.0,3707.0,4010.0,937.0
2368,8602.0,1945.0,26895.0,19635.0,5888.0,8749.0,2543.0
2369,6948.0,1142.0,34873.0,25187.0,7158.0,9608.0,2495.0
2370,1059.0,41.0,4104.0,3061.0,788.0,1226.0,313.0
2371,2107.0,345.0,9005.0,7872.0,1463.0,2215.0,663.0
2372,1382.0,54.0,7182.0,4902.0,1773.0,2125.0,546.0
2373,5683.0,592.0,19410.0,15145.0,3754.0,4898.0,1472.0
2374,2453.0,75.0,11393.0,8454.0,3007.0,3348.0,796.0
2375,551.0,50.0,2847.0,2055.0,721.0,919.0,213.0
2376,35047.0,18704.0,177437.0,147965.0,27802.0,46565.0,11942.0
2377,3397.0,768.0,14384.0,10737.0,3281.0,3955.0,1042.0
2378,888.0,52.0,5028.0,3790.0,892.0,1620.0,401.0
2379,1462.0,237.0,7669.0,6641.0,1130.0,1698.0,459.0
2380,646.0,12.0,2637.0,1807.0,640.0,736.0,197.0
2381,853.0,38.0,5427.0,4193.0,778.0,1896.0,439.0
2382,1836.0,151.0,8716.0,6678.0,1726.0,3044.0,746.0
2383,200.0,27.0,1047.0,804.0,169.0,289.0,72.0
2384,1328.0,92.0,5904.0,4327.0,1284.0,1753.0,449.0
2385,1015.0,67.0,3787.0,3045.0,693.0,1029.0,306.0
2386,1004.0,155.0,5399.0,3797.0,1006.0,1334.0,366.0
2387,2300.0,59.0,9842.0,6897.0,2444.0,2806.0,696.0
2388,333.0,6.0,1096.0,720.0,263.0,415.0,103.0
2389,53438.0,61657.0,269794.0,218931.0,39922.0,73763.0,18489.0
2390,2707.0,181.0,11008.0,7901.0,2604.0,3260.0,831.0
2391,8368.0,789.0,45846.0,34737.0,8820.0,10076.0,2876.0
2392,6668.0,887.0,21992.0,15268.0,4927.0,6847.0,2028.0
2393,1015.0,29.0,5286.0,3915.0,1137.0,1531.0,386.0
2394,29119.0,7608.0,159044.0,123589.0,31559.0,41730.0,10926.0
2395,7669.0,403.0,31969.0,23770.0,6375.0,8537.0,2375.0
2396,1831.0,169.0,11097.0,8195.0,1942.0,3461.0,890.0
2397,4245.0,303.0,18451.0,12382.0,4081.0,5059.0,1358.0
2398,36491.0,13454.0,168235.0,127859.0,26743.0,44747.0,11688.0
2399,2680.0,392.0,15407.0,11233.0,3138.0,4794.0,1138.0
2400,580.0,33.0,2279.0,1861.0,359.0,533.0,154.0
2401,4604.0,3187.0,26280.0,19869.0,4862.0,7046.0,1747.0
2402,1114.0,169.0,5354.0,4026.0,876.0,1508.0,377.0
2403,2179.0,86.0,8950.0,6102.0,1954.0,2383.0,626.0
2404,19652.0,3812.0,83283.0,60428.0,15431.0,22926.0,5907.0
2405,6221.0,298.0,17940.0,11877.0,4199.0,5474.0,1420.0
2406,3774.0,380.0,19328.0,13878.0,3357.0,5521.0,1354.0
2407,701.0,26.0,5591.0,4259.0,1005.0,1729.0,411.0
2408,1556.0,66.0,8549.0,6334.0,1867.0,2592.0,648.0
2409,5752.0,377.0,20389.0,14744.0,2930.0,5011.0,1487.0
2410,340.0,58.0,1923.0,1462.0,304.0,563.0,132.0
2411,1418.0,148.0,6941.0,4458.0,1506.0,2214.0,518.0
